id,type,category,name_c,name_j,name_e,obtainedFrom,buy,sell,themes,series,DIY,diyInfoMaterials,diyInfoObtainedFrom,diyInfoSourceNotes,filename,version
5231,homeStyle,壁紙,復活節壁紙,イースターなかべがみ,Bunny Day wall,DIY,,4800,"['奇幻', '兒童房']",復活節,True,"[{'count': 2, 'itemName': '地面蛋'}, {'count': 2, 'itemName': '岩石蛋'}, {'count': 2, 'itemName': '葉子蛋'}, {'count': 2, 'itemName': '森林蛋'}, {'count': 2, 'itemName': '飛天蛋'}]","['蛋瓶中信', '復活蛋氣球']",僅在復活節季節期間獲得,RoomTexWallEaster00,1.1.0
5232,homeStyle,地板,藝術嵌木地板,アートなよせぎざいくのゆか,artsy parquet flooring,Nook商店,1800,450,"['設施', '商店']",無,False,,,,RoomTexFloorParquetArt00,1.0.0
5233,homeStyle,地板,不規則石板地,ランダムなしきいし,slate flooring,Nook商店,1380,345,"['設施', '商店']",無,False,,,,RoomTexFloorSlate00,1.0.0
5234,homeStyle,地板,青苔庭園地板,こけにわのゆか,mossy-garden flooring,駱嵐,3000,750,"['東洋風', '庭園']",無,False,,,,RoomTexFloorMoss00,1.0.0
5235,homeStyle,地板,施工現場地板,こうじげんばのゆか,construction-site flooring,駱嵐,3000,750,"['車庫', '設施']",無,False,,,,RoomTexFloorConstruction00,1.0.0
5236,homeStyle,地板,垃圾堆地板,おへやのゆか,garbage-heap flooring,DIY,,120,"['恐怖', '車庫']",無,True,"[{'count': 2, 'itemName': '空罐'}, {'count': 2, 'itemName': '長靴'}, {'count': 2, 'itemName': '輪胎'}]",['釣魚'],釣到十五個垃圾,RoomTexFloorGarbage00,1.0.0
5237,homeStyle,地板,高速公路地板,ハイウェイのゆか,highway flooring,駱嵐,3000,750,['設施'],無,False,,,,RoomTexFloorHighway00,1.0.0
5238,homeStyle,地板,泥沼地板,どろぬまなゆか,swamp flooring,駱嵐,3000,750,"['庭園', '恐怖']",無,False,,,,RoomTexFloorBog00,1.0.0
5239,homeStyle,地板,岩山地板,いわやまのゆか,rocky-mountain flooring,駱嵐,3000,750,['庭園'],無,False,,,,RoomTexFloorRock00,1.0.0
5240,homeStyle,地板,廢墟地板,はいきょのゆか,ramshackle flooring,駱嵐,3000,750,['恐怖'],無,False,,,,RoomTexFloorRuins00,1.0.0
5241,homeStyle,地板,派對地板,パーティーのゆか,party flooring,活動：玩家生日,,370,"['派對', '奇幻']",無,False,,,,RoomTexFloorParty00,1.0.0
5243,homeStyle,地板,麥田圈地板,ミステリーサークルなゆか,crop-circles flooring,駱嵐,3000,750,['庭園'],無,False,,,,RoomTexFloorCropCircles00,1.0.0
5248,homeStyle,地板,骷髏地板,スカルなゆか,skull-print flooring,Nook商店,3000,750,"['恐怖', '兒童房']",無,False,,,,RoomTexFloorSkull00,1.0.0
5250,homeStyle,地板,超科技地板,オーバーテクノロジーなゆか,future-tech flooring,駱嵐,3000,750,"['恐怖', '民藝']",無,False,,,,RoomSpFloorTechnology00,1.0.0
5253,homeStyle,地板,流冰地板,りゅうひょうのゆか,iceberg flooring,DIY,,4000,['嚴寒'],無,True,"[{'count': 10, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得,RoomSpFloorIceFloe00,1.0.0
5255,homeStyle,地板,綠洲地板,オアシスなゆか,oasis flooring,駱嵐,3000,750,"['庭園', '民藝']",無,False,,,,RoomSpFloorOasis00,1.0.0
5267,homeStyle,地板,雲上風景,くものうえ,cloud flooring,駱嵐,3000,750,['奇幻'],無,False,,,,RoomSpFloorCloud00,1.0.0
5268,homeStyle,地板,海底地板,うみのそこのゆか,underwater flooring,DIY,,6600,['大海'],無,True,"[{'count': 3, 'itemName': '夏天貝殼'}, {'count': 3, 'itemName': '珊瑚'}]",['氣球'],僅在夏季期間獲得,RoomSpFloorFishTank00,1.0.0
5269,homeStyle,地板,銀河系地板,ぎんがけいのゆか,galaxy flooring,DIY,,7500,['宇宙'],無,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],,RoomSpFloorGalaxy00,1.0.0
5270,homeStyle,地板,太空船地板,うちゅうせんのゆか,sci-fi flooring,DIY,,7500,"['宇宙', '設施']",無,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],,RoomSpFloorSF00,1.0.0
5273,homeStyle,地板,河流地板,かわのながれるゆか,flowing-river flooring,駱嵐,3000,750,['庭園'],無,False,,,,RoomSpFloorRiver00,1.0.0
5274,homeStyle,地板,熔岩地板,ようがんのゆか,lava flooring,駱嵐,3000,750,['恐怖'],無,False,,,,RoomSpFloorVolcano00,1.0.0
5400,homeStyle,壁紙,夜景牆,やけいのかべ,cityscape wall,駱嵐,3000,750,"['商店', '富裕']",無,False,,,,RoomSpWallNightView00,1.0.0
5456,homeStyle,壁紙,行道樹牆,がいろじゅのかべ,tree-lined wall,駱嵐,3000,750,['庭園'],無,False,,,,RoomTexWallRoadsideTree00,1.0.0
5457,homeStyle,壁紙,叢林壁紙,ジャングルのかべがみ,jungle wall,DIY,,1380,"['庭園', '設施']",無,True,"[{'count': 15, 'itemName': '雜草'}, {'count': 3, 'itemName': '木材'}, {'count': 3, 'itemName': '硬木材'}, {'count': 3, 'itemName': '軟木材'}]",['運動型村民'],,RoomTexWallJungle00,1.0.0
5458,homeStyle,壁紙,青苔庭園牆,こけにわのかべ,mossy-garden wall,駱嵐,3000,750,['東洋風'],無,False,,,,RoomTexWallMoss00,1.0.0
5481,homeStyle,壁紙,後院牆,うらにわのかべ,backyard-fence wall,駱嵐,3000,750,['庭園'],無,False,,,,RoomSpWallBackyard00,1.0.0
5482,homeStyle,壁紙,美麗玻璃牆,きれいなガラスのかべ,arched-window wall,Nook商店,2150,537,"['商店', '富裕']",無,False,,,,RoomSpWallGlass00,1.0.0
5483,homeStyle,壁紙,咖啡店窗簾牆,カフェカーテンのかべ,café-curtain wall,駱嵐,3000,750,"['商店', '富裕']",無,False,,,,RoomSpWallCafe00,1.0.0
5484,homeStyle,壁紙,高原牆,こうげんなかべ,meadow vista,駱嵐,3000,750,['庭園'],無,False,,,,RoomSpWallHighLands00,1.0.0
5485,homeStyle,壁紙,空地圍欄牆,あきちのかべ,chain-link fence,駱嵐,3000,750,"['庭園', '車庫']",無,False,,,,RoomSpWallEmptyLot00,1.0.0
5486,homeStyle,壁紙,水平線牆,すいへいせんのかべ,ocean-horizon wall,駱嵐,3000,750,['大海'],無,False,,,,RoomSpWallHorizon00,1.0.0
5487,homeStyle,壁紙,田園風景牆,でんえんふうけいのかべ,rice-paddy wall,駱嵐,3000,750,['庭園'],無,False,,,,RoomSpWallFarm00,1.0.0
5488,homeStyle,壁紙,沙漠牆,さばくなかべ,desert vista,駱嵐,3000,750,['民藝'],無,False,,,,RoomSpWallDesert00,1.0.0
5489,homeStyle,壁紙,曠野牆,こうやのかべ,western vista,駱嵐,3000,750,"['民藝', '恐怖']",無,False,,,,RoomSpWallWilderness00,1.0.0
5490,homeStyle,壁紙,機房牆,サーバールームのかべ,server-room wall,駱嵐,3000,750,['設施'],無,False,,,,RoomSpWallServer00,1.0.0
5491,homeStyle,壁紙,監控室牆,モニタールームのかべ,security-monitors wall,駱嵐,3000,750,['設施'],無,False,,,,RoomSpWallMonitor00,1.0.0
5494,homeStyle,壁紙,超科技牆,オーバーテクノロジーなかべ,future-tech wall,駱嵐,3000,750,"['恐怖', '民藝']",無,False,,,,RoomSpWallTechnology00,1.0.0
5495,homeStyle,壁紙,實驗室牆,ラボのかべ,laboratory wall,駱嵐,3000,750,['設施'],無,False,,,,RoomSpWallLabo00,1.0.0
5498,homeStyle,壁紙,滑雪場壁紙,ゲレンデなかべがみ,ski-slope wall,DIY,,3200,['嚴寒'],無,True,"[{'count': 8, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得,RoomSpWallGelande00,1.0.0
5499,homeStyle,壁紙,暴風雨夜晚牆,あらしのよるのかべ,stormy-night wall,駱嵐,3000,750,['恐怖'],無,False,,,,RoomSpWallThunder00,1.0.0
5500,homeStyle,壁紙,星空牆,ほしぞらのかべ,starry-sky wall,DIY,,7500,['宇宙'],星星,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],,RoomSpWallStarSky00,1.0.0
5501,homeStyle,壁紙,汪洋大海牆,おおうなばらのかべ,sea view,駱嵐,3000,750,['大海'],無,False,,,,RoomSpWallSeaView00,1.0.0
5502,homeStyle,壁紙,宮殿牆,きゅうでんのかべ,palace wall,駱嵐,3000,750,"['富裕', '民藝']",無,False,,,,RoomSpWallPalace00,1.0.0
5503,homeStyle,壁紙,體育場牆,スタジアムのかべ,stadium wall,駱嵐,3000,750,['健身'],無,False,,,,RoomSpWallStadium00,1.0.0
5504,homeStyle,壁紙,雲上風景牆,くものうえのかべ,sky wall,駱嵐,3000,750,['奇幻'],無,False,,,,RoomSpWallCloud00,1.0.0
5505,homeStyle,壁紙,冰雪壁紙,アイスなかべがみ,ice wall,DIY,,8200,"['嚴寒', '設施']",冰塊,True,"[{'count': 1, 'itemName': '大雪花'}, {'count': 8, 'itemName': '雪花'}]",['雪人'],製作完美的雪人；僅在冬季期間獲得,RoomSpWallIce00,1.0.0
5506,homeStyle,壁紙,火山洞窟牆,かざんどうくつのかべ,magma-cavern wall,駱嵐,3000,750,['恐怖'],無,False,,,,RoomSpWallVolcano00,1.0.0
5508,homeStyle,壁紙,水中壁紙,すいちゅうのかべがみ,underwater wall,DIY,,8600,['大海'],無,True,"[{'count': 3, 'itemName': '夏天貝殼'}, {'count': 5, 'itemName': '珊瑚'}]",['氣球'],僅在夏季期間獲得,RoomSpWallFishTank00,1.0.0
5509,homeStyle,壁紙,地牢牆,ちかろうのかべ,dungeon wall,駱嵐,3000,750,['恐怖'],無,False,,,,RoomSpWallJail00,1.0.0
5510,homeStyle,壁紙,太空船牆,うちゅうせんのかべ,sci-fi wall,DIY,,7500,"['宇宙', '設施']",無,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],,RoomSpWallSF00,1.0.0
5512,homeStyle,壁紙,職業摔角牆,プロレスのかべ,ringside seating,駱嵐,3000,750,['健身'],無,False,,,,RoomSpWallWrestling00,1.0.0
5513,homeStyle,壁紙,山頂牆,さんちょうのかべ,summit wall,駱嵐,3000,750,['庭園'],無,False,,,,RoomSpWallMountainTop00,1.0.0
5514,homeStyle,壁紙,紅樹林牆,マングローブのかべ,mangrove wall,駱嵐,3000,750,['庭園'],無,False,,,,RoomTexWallMangrove00,1.0.0
5515,homeStyle,地板,叢林地板,ジャングルのゆか,jungle flooring,DIY,,2200,"['庭園', '設施']",無,True,"[{'count': 10, 'itemName': '雜草'}, {'count': 10, 'itemName': '黏土'}]",['運動型村民'],,RoomTexFloorJungle00,1.0.0
5516,homeStyle,地板,冰雪地板,アイスなゆか,ice flooring,DIY,,8200,"['嚴寒', '設施']",冰塊,True,"[{'count': 1, 'itemName': '大雪花'}, {'count': 8, 'itemName': '雪花'}]",['雪人'],製作完美的雪人；僅在冬季期間獲得,RoomSpFloorIce00,1.0.0
5520,homeStyle,壁紙,骷髏壁紙,スカルなかべがみ,skull wall,Nook商店,3000,750,"['恐怖', '兒童房']",無,False,,,,RoomSpWallSkull00,1.0.0
5521,homeStyle,壁紙,標準茶室牆,スタンダードなちゃしつのかべ,standard tearoom wall,Nook商店,1750,437,['東洋風'],無,False,,,,RoomTexWallMud00,1.0.0
5528,homeStyle,壁紙,星星牆,スターなかべ,starry wall,DIY,,7500,"['奇幻', '兒童房']",無,True,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],,RoomSpWallStarPrint00,1.0.0
5559,homeStyle,壁紙,簡約壁板牆,シンプルパネルのかべ,basic wall,Nook商店,600,150,"['辦公室', '設施']",無,False,,,,RoomSpWallSimplePanel00,1.0.0
5661,homeStyle,壁紙,南方海洋牆,みなみのうみなかべ,tropical vista,DIY,,6000,['大海'],無,True,"[{'count': 5, 'itemName': '夏天貝殼'}]",['氣球'],僅在夏季期間獲得,RoomSpWallTropical00,1.0.0
5662,homeStyle,壁紙,冰山牆,ひょうざんのかべ,iceberg wall,DIY,,4000,['嚴寒'],無,True,"[{'count': 10, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得,RoomTexWallIceFloe00,1.0.0
6004,homeStyle,壁紙,Nook Inc.壁紙,たぬきかいはつのかべがみ,Nook Inc. wall,購物：哩數兌換,,6000,"['奇幻', '商店']",無,False,,,,RoomTexWallFirst00,1.0.0
6005,homeStyle,地板,Nook Inc.地板,たぬきかいはつのフローリング,Nook Inc. flooring,購物：哩數兌換,,6000,"['學校', '商店']",無,False,,,,RoomTexFloorFirst00,1.0.0
6843,homeStyle,地板,白色鑄鐵拼花地板,しろいアイアンパーケットのゆか,white iron-parquet flooring,Nook商店,2350,587,"['富裕', '客廳']",無,False,,,,RoomTexFloorParquetIron03,1.0.0
6844,homeStyle,地板,酷感塑膠磚地板,クールなピータイル,cool vinyl flooring,Nook商店,1150,287,['富裕'],無,False,,,,RoomTexFloorTileChecker03,1.0.0
6845,homeStyle,地板,橘色迷彩地板,オレンジめいさいのゆか,orange camo flooring,Nook商店,1320,330,"['派對', '兒童房']",無,False,,,,RoomTexFloorCamouflage03,1.0.0
6846,homeStyle,地板,藍色馬賽克磚地板,ブルーモザイクタイルのゆか,blue mosaic-tile flooring,Nook商店,900,225,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorTile03,1.0.0
6847,homeStyle,地板,綠色花朵地板,グリーンのフラワーフローリング,green floral flooring,Nook商店,1520,380,"['商店', '客廳']",無,False,,,,RoomTexFloorDecoWood03,1.0.0
6848,homeStyle,地板,虎紋地板,タイガーなじゅうたん,tiger-print flooring,Nook商店,1300,325,"['派對', '奇幻']",無,False,,,,RoomTexFloorAnimal03,1.0.0
6849,homeStyle,地板,茶色磚塊地板,ちゃいろいレンガのゆか,brown-brick flooring,Nook商店,1040,260,"['設施', '商店']",無,False,,,,RoomTexFloorBrick03,1.0.0
6850,homeStyle,壁紙,茶色磚塊牆,ちゃいろいレンガのかべ,brown-brick wall,Nook商店,1000,250,"['設施', '商店']",無,False,,,,RoomTexWallBrick03,1.0.0
6851,homeStyle,壁紙,棕色皇冠壁紙,ブラウンクラウンのかべがみ,brown-crown wall,Nook商店,2350,587,['富裕'],無,False,,,,RoomTexWallCrown03,1.0.0
6852,homeStyle,壁紙,藍色碎花壁紙,あおいこばながらのかべがみ,blue delicate-blooms wall,Nook商店,1900,475,"['富裕', '客廳']",無,False,,,,RoomTexWallManor03,1.0.0
6853,homeStyle,壁紙,紅色洞洞板牆,あかいパンチングボードのかべ,red perforated-board wall,Nook商店,1180,295,"['音樂', '設施']",無,False,,,,RoomTexWallPegboard03,1.0.0
6854,homeStyle,壁紙,綠色線板牆,みどりのパネルモールドかべ,green molded-panel wall,Nook商店,1980,495,"['奇幻', '兒童房']",無,False,,,,RoomTexWallPanelMold03,1.0.0
6855,homeStyle,壁紙,橘色迷彩壁紙,オレンジめいさいのかべがみ,orange camo wall,Nook商店,1150,287,"['派對', '兒童房']",無,False,,,,RoomTexWallCamouflage03,1.0.0
6856,homeStyle,壁紙,紅色撞色磚牆,あかいツートンタイルのかべ,red two-toned tile wall,Nook商店,1850,462,"['浴室‧廁所', '設施']",無,False,,,,RoomTexWallTwoToneTile03,1.0.0
6857,homeStyle,壁紙,桃紅色撞色磚牆,ももいろツートンタイルのかべ,peach two-toned tile wall,Nook商店,1850,462,"['浴室‧廁所', '設施']",無,False,,,,RoomTexWallTwoToneTile04,1.0.0
6858,homeStyle,壁紙,藍色撞色磚牆,あおいツートンタイルのかべ,blue two-toned tile wall,Nook商店,1850,462,"['浴室‧廁所', '設施']",無,False,,,,RoomTexWallTwoToneTile05,1.0.0
6859,homeStyle,壁紙,灰階配色撞色磚牆,モノクロツートンタイルのかべ,black two-toned tile wall,Nook商店,1850,462,"['浴室‧廁所', '設施']",無,False,,,,RoomTexWallTwoToneTile06,1.0.0
6861,homeStyle,壁紙,白色大廳牆,しろいホールのかべ,white hallway wall,Nook商店,2000,500,"['設施', '音樂']",無,False,,,,RoomTexWallHall02,1.0.0
6862,homeStyle,壁紙,黑色大廳牆,くろいホールのかべ,black hallway wall,Nook商店,2000,500,"['設施', '音樂']",無,False,,,,RoomTexWallHall03,1.0.0
6863,homeStyle,壁紙,黃綠色摩洛哥磚牆,きみどりモロッカンタイルかべ,olive desert-tile wall,Nook商店,2440,610,"['浴室‧廁所', '設施']",無,False,,,,RoomTexWallMorocco03,1.0.0
6864,homeStyle,壁紙,紫色摩洛哥磚牆,むらさきのモロッカンタイルかべ,purple desert-tile wall,Nook商店,2440,610,"['浴室‧廁所', '設施']",無,False,,,,RoomTexWallMorocco02,1.0.0
6865,homeStyle,壁紙,黃色兒童房壁紙,きいろいキッズルームのかべがみ,yellow playroom wall,Nook商店,2540,635,"['兒童房', '奇幻']",無,False,,,,RoomTexWallToy03,1.0.0
6866,homeStyle,壁紙,綠色兒童房壁紙,みどりのキッズルームのかべがみ,green playroom wall,Nook商店,2540,635,"['兒童房', '奇幻']",無,False,,,,RoomTexWallToy02,1.0.0
6868,homeStyle,壁紙,白色玫瑰壁紙,しろいバラのかべがみ,white-rose wall,Nook商店,1720,430,['奇幻'],無,False,,,,RoomTexWallRose02,1.0.0
6869,homeStyle,壁紙,藍色玫瑰壁紙,あおいバラのかべがみ,blue-rose wall,Nook商店,1720,430,"['奇幻', '客廳']",無,False,,,,RoomTexWallRose03,1.0.0
6870,homeStyle,壁紙,紅色愛心壁紙,レッドハートのかべがみ,red heart-pattern wall,Nook商店,1280,320,"['奇幻', '兒童房']",無,False,,,,RoomTexWallHeart03,1.0.0
6871,homeStyle,壁紙,黃色愛心壁紙,イエローハートのかべがみ,yellow heart-pattern wall,Nook商店,1280,320,"['奇幻', '兒童房']",無,False,,,,RoomTexWallHeart02,1.0.0
6872,homeStyle,壁紙,黃色花紋壁紙,きいろいはながらかべがみ,yellow flower-print wall,Nook商店,1780,445,"['奇幻', '客廳']",無,False,,,,RoomTexWallFlower02,1.0.0
6873,homeStyle,壁紙,藍色花紋壁紙,ブルーのはながらかべがみ,blue flower-print wall,Nook商店,1780,445,"['奇幻', '客廳']",無,False,,,,RoomTexWallFlower03,1.0.0
6874,homeStyle,壁紙,深褐色巧拼壁紙,セピアパズルかべがみ,sepia puzzle wall,Nook商店,1540,385,"['奇幻', '兒童房']",無,False,,,,RoomTexWallPuzzle02,1.0.0
6875,homeStyle,壁紙,紫色巧拼壁紙,パープルパズルかべがみ,purple puzzle wall,Nook商店,1540,385,"['奇幻', '兒童房']",無,False,,,,RoomTexWallPuzzle03,1.0.0
6876,homeStyle,壁紙,植物圖案磚牆,ボタニカルタイルのかべ,botanical-tile wall,Nook商店,1240,310,"['設施', '富裕']",無,False,,,,RoomTexWallWoodTile02,1.0.0
6877,homeStyle,壁紙,黑色植物圖案磚牆,くろいボタニカルタイルのかべ,black botanical-tile wall,Nook商店,1240,310,"['設施', '富裕']",無,False,,,,RoomTexWallWoodTile03,1.0.0
6878,homeStyle,壁紙,綠色布牆,みどりのテキスタイルのかべ,green intricate wall,Nook商店,1570,392,"['客廳', '商店']",無,False,,,,RoomTexWallFlowerPop02,1.0.0
6879,homeStyle,壁紙,紅色布牆,あかいテキスタイルのかべ,red intricate wall,Nook商店,1570,392,"['客廳', '商店']",無,False,,,,RoomTexWallFlowerPop03,1.0.0
6927,homeStyle,地板,紫色摩洛哥磚地板,むらさきのモロッカンタイルゆか,purple desert-tile flooring,Nook商店,2100,525,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorMorocco02,1.0.0
6928,homeStyle,地板,黃綠色摩洛哥磚地板,きみどりモロッカンタイルゆか,olive desert-tile flooring,Nook商店,2100,525,"['浴室‧廁所', '設施']",無,False,,,,RoomTexFloorMorocco03,1.0.0
7127,homeStyle,壁紙,藍色磚牆,あおいタイルのかべ,blue tile wall,Nook商店,1420,355,"['浴室‧廁所', '設施']",無,False,,,,RoomTexWallTile03,1.0.0
7184,homeStyle,地板,深褐色巧拼地板,セピアパズルのゆか,sepia puzzle flooring,Nook商店,1450,362,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorPuzzleMat02,1.0.0
7185,homeStyle,地板,紫色巧拼地板,パープルパズルのゆか,purple puzzle flooring,Nook商店,1450,362,['奇幻'],無,False,,,,RoomTexFloorPuzzleMat03,1.0.0
7186,homeStyle,地板,蘑菇森林地板,キノコのもりのゆか,forest flooring,DIY,,35000,"['庭園', '恐怖']",蘑菇,True,"[{'count': 1, 'itemName': '珍貴蘑菇'}, {'count': 2, 'itemName': '圓形蘑菇'}, {'count': 2, 'itemName': '瘦小蘑菇'}, {'count': 2, 'itemName': '扁平蘑菇'}, {'count': 10, 'itemName': '雜草'}]",['氣球'],僅在蘑菇季節期間獲得,RoomTexFloorMushForest00,1.0.0
7187,homeStyle,壁紙,蘑菇森林牆,キノコのもりのかべ,forest wall,DIY,,44000,['庭園'],蘑菇,True,"[{'count': 2, 'itemName': '出色蘑菇'}, {'count': 2, 'itemName': '圓形蘑菇'}, {'count': 2, 'itemName': '瘦小蘑菇'}, {'count': 2, 'itemName': '扁平蘑菇'}, {'count': 10, 'itemName': '木材'}]",['氣球'],僅在蘑菇季節期間獲得,RoomTexWallMushForest00,1.0.0
7204,homeStyle,地板,櫻花地板,さくらのじゅうたん,cherry-blossom flooring,DIY,,4400,"['庭園', '奇幻']",櫻花,True,"[{'count': 10, 'itemName': '櫻花花瓣'}, {'count': 20, 'itemName': '雜草'}]",['氣球'],僅在櫻花季節期間獲得,RoomTexFloorSakura00,1.0.0
7205,homeStyle,壁紙,櫻花樹牆,さくらなみきのかべ,cherry-blossom-trees wall,DIY,,4600,['庭園'],櫻花,True,"[{'count': 10, 'itemName': '櫻花花瓣'}, {'count': 5, 'itemName': '硬木材'}]",['氣球'],僅在櫻花季節期間獲得,RoomSpWallSakura00,1.0.0
7215,homeStyle,壁紙,白色可愛牆,しろいキュートなかべ,cute white wall,Nook商店,1880,470,"['奇幻', '兒童房']",無,False,,,,RoomTexWallCute00,1.0.0
7216,homeStyle,壁紙,紅色可愛牆,あかいキュートなかべ,cute red wall,Nook商店,1880,470,"['奇幻', '兒童房']",無,False,,,,RoomTexWallCute01,1.0.0
7217,homeStyle,壁紙,藍色可愛牆,ブルーなキュートのかべ,cute blue wall,Nook商店,1880,470,"['奇幻', '兒童房']",無,False,,,,RoomTexWallCute02,1.0.0
7218,homeStyle,壁紙,黃色可愛牆,きいろいキュートなかべ,cute yellow wall,Nook商店,1880,470,"['奇幻', '兒童房']",無,False,,,,RoomTexWallCute03,1.0.0
7219,homeStyle,地板,白色可愛磁磚地板,しろいキュートなフロアタイル,cute white-tile flooring,Nook商店,780,195,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorCute00,1.0.0
7220,homeStyle,地板,紅色可愛磁磚地板,あかいキュートなフロアタイル,cute red-tile flooring,Nook商店,780,195,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorCute01,1.0.0
7221,homeStyle,地板,藍色可愛磁磚地板,ブルーのキュートなフロアタイル,cute blue-tile flooring,Nook商店,780,195,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorCute02,1.0.0
7222,homeStyle,地板,黃色可愛磁磚地板,きいろいキュートなフロアタイル,cute yellow-tile flooring,Nook商店,780,195,"['奇幻', '兒童房']",無,False,,,,RoomTexFloorCute03,1.0.0
7239,homeStyle,地板,星星沙灘地板,ほしのすなはまのゆか,starry-sands flooring,DIY,,7720,"['大海', '奇幻']",無,True,"[{'count': 3, 'itemName': '夏天貝殼'}, {'count': 1, 'itemName': '沙灘地板'}]",['氣球'],僅在夏季期間獲得,RoomTexFloorSandStar00,1.0.0
7241,homeStyle,壁紙,藍色餐館牆,あおいダイナーのかべ,blue diner wall,Nook商店,2420,605,"['奇幻', '商店']",無,False,,,,RoomTexWallDiner00,1.0.0
7242,homeStyle,壁紙,桃紅色餐館牆,ももいろダイナーのかべ,pink diner wall,Nook商店,2420,605,"['奇幻', '商店']",無,False,,,,RoomTexWallDiner01,1.0.0
7243,homeStyle,壁紙,白色餐館牆,しろいダイナーのかべ,gray diner wall,Nook商店,2420,605,"['奇幻', '商店']",無,False,,,,RoomTexWallDiner02,1.0.0
7244,homeStyle,壁紙,茶色餐館牆,ちゃいろいダイナーのかべ,brown diner wall,Nook商店,2420,605,"['奇幻', '商店']",無,False,,,,RoomTexWallDiner03,1.0.0
7274,homeStyle,壁紙,粉紅色拼布牆,ピンクキルトのかべ,pink quilt wall,Nook商店,2150,537,"['奇幻', '兒童房']",無,False,,,,RoomTexWallDollhouse00,1.0.0
7275,homeStyle,壁紙,紫色拼布牆,パープルキルトのかべ,purple quilt wall,Nook商店,2150,537,"['奇幻', '兒童房']",無,False,,,,RoomTexWallDollhouse03,1.0.0
7276,homeStyle,壁紙,黃色拼布牆,イエローキルトのかべ,yellow quilt wall,Nook商店,2150,537,"['奇幻', '兒童房']",無,False,,,,RoomTexWallDollhouse02,1.0.0
7277,homeStyle,壁紙,藍色拼布牆,ブルーキルトのかべ,blue quilt wall,Nook商店,2150,537,"['奇幻', '兒童房']",無,False,,,,RoomTexWallDollhouse01,1.0.0
7322,homeStyle,地毯,粉紅色愛心地毯,ピンクハートのラグ,pink heart rug,駱嵐,1500,375,"['奇幻', '兒童房']",無,False,,,,RugOtherHeartM00,1.0.0
7323,homeStyle,地毯,茶色木甲板地毯,ちゃいろいウッドデッキのラグ,brown wooden-deck rug,駱嵐,1500,375,['戶外'],無,False,,,,RugRectDeckM00,1.0.0
7324,homeStyle,地毯,硬地墊,ハードマット,rough rug,駱嵐,1000,250,"['學校', '設施']",無,False,,,,RugRectDoormatS00,1.0.0
7325,homeStyle,地毯,中型象牙色圓地墊,アイボリーのラウンドマット・M,ivory medium round mat,駱嵐,1500,375,"['客廳', '兒童房']",無,False,,,,RugRoundSimpleM00,1.0.0
7327,homeStyle,地毯,蘋果地毯,リンゴのラグ,apple rug,DIY,,1200,"['奇幻', '兒童房']",水果,True,"[{'count': 6, 'itemName': '蘋果'}]",['大姐姐型村民'],,RugOtherAppleM00,1.0.0
7328,homeStyle,地毯,櫻桃地毯,さくらんぼのラグ,cherry rug,DIY,,1200,"['奇幻', '兒童房']",水果,True,"[{'count': 6, 'itemName': '櫻桃'}]",['活力型村民'],,RugOtherCherryM00,1.0.0
7329,homeStyle,地毯,雲朵地毯,もくもくのラグ,fluffy rug,駱嵐,1500,375,"['奇幻', '兒童房']",無,False,,,,RugOtherCloudM00,1.0.0
7330,homeStyle,地毯,橘子地毯,オレンジのラグ,orange rug,DIY,,1200,"['奇幻', '兒童房']",水果,True,"[{'count': 6, 'itemName': '橘子'}]",['悠閒型村民'],,RugOtherOrangeM00,1.0.0
7331,homeStyle,地毯,桃子地毯,モモのラグ,peach rug,DIY,,1200,"['奇幻', '兒童房']",水果,True,"[{'count': 6, 'itemName': '桃子'}]",['普通型村民'],,RugOtherPeachM00,1.0.0
7332,homeStyle,地毯,梨子地毯,ナシのラグ,pear rug,DIY,,1200,"['奇幻', '兒童房']",水果,True,"[{'count': 6, 'itemName': '梨子'}]",['運動型村民'],,RugOtherPearM00,1.0.0
7333,homeStyle,地毯,象牙色簡約浴室地墊,アイボリーのシンプルバスマット,ivory simple bath mat,駱嵐,1000,250,['浴室‧廁所'],無,False,,,,RugRectBathmatS00,1.0.0
