id,type,name_c,name_j,name_e,buy,sell,category,tag,themes,series,interact,size,obtainedFrom,DIY,diyInfoMaterials,diyInfoObtainedFrom,diyInfoSourceNotes,bodyTitle,patternTitle,bodyCustomize,patternCustomize,filename,version,variations
4139,furnitures,餐館吧台桌,ダイナーなカウンターテーブル,diner counter table,6000,1500,家具,桌子,['商店'],餐館,False,2x1,Nook商店,False,,,,無,無,False,False,FtrAmeretroCounter_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '黃色': '2', '祖母綠': '3', '粉紅色': '4', '奶油色': '5', '黑色': '6'}, 'pattrens': {}}"
4140,furnitures,復古加油機,レトロなきゅうゆき,retro gas pump,2700,675,家具,車輛,"['庭園', '商店']",餐館,True,1x1,Nook商店,False,,,,無,指示燈,False,True,FtrAmeretroGasstand_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '綠色': '1', '黃色': '2', '白色': '3', '黑色': '4', '復古': '5'}, 'pattrens': {'黃色的油': '0', '綠色動物': '1', '黑色復古': '2'}}"
4141,furnitures,餐館沙發,ダイナーなソファ,diner sofa,3500,875,家具,沙發,['商店'],餐館,True,2x1,Nook商店,False,,,,無,無,False,False,FtrAmeretroChairL_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '黃色': '2', '祖母綠': '3', '粉紅色': '4', '奶油色': '5', '黑色': '6'}, 'pattrens': {}}"
4142,furnitures,餐館餐桌,ダイナーなダイニングテーブル,diner dining table,6400,1600,家具,桌子,['商店'],餐館,False,2x2,Nook商店,False,,,,無,無,False,False,FtrAmeretroTableM_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '黃色': '2', '祖母綠': '3', '粉紅色': '4', '奶油色': '5', '黑色': '6'}, 'pattrens': {}}"
4143,furnitures,餐館霓虹燈招牌,ダイナーなネオンかんばん,diner neon sign,3900,975,家具,燈,['商店'],餐館,True,2x1,Nook商店,False,,,,無,無,False,False,FtrAmeretroNeon_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '橘色': '1', '綠色': '2', '紫色': '3', '藍色': '4'}, 'pattrens': {}}"
4144,furnitures,餐館霓虹燈時鐘,ダイナーなネオンクロック,diner neon clock,1500,375,壁掛物,時鐘,['商店'],餐館,True,1x1 ,Nook商店,False,,,,無,錶面,False,True,FtrAmeretroClock_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '黃色': '2', '祖母綠': '3', '粉紅色': '4', '奶油色': '5', '紫色': '6'}, 'pattrens': {'紅色線條': '0', '藍色蜜蜂': '1', '黑色數字': '2'}}"
4226,furnitures,籃框,バスケットのゴール,basketball hoop,11000,2750,家具,運動,"['健身', '學校']",無,False,2x2,Nook商店,False,,,,無,無,False,False,FtrBasketgoal_Remake_0_0,1.0.0,"{'bodys': {'藍色': '0', '綠色': '1', '黑色': '2'}, 'pattrens': {}}"
4230,furnitures,玻璃燭台,ガラスのキャンドルホルダー,glass holder with candle,350,87,小物件,燈,['客廳'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrGlasscandle_Remake_0_0,1.0.0,"{'bodys': {'白色': '0', '紅色': '1', '粉紅色': '2', '綠色': '3', '藍色': '4', '紫色': '5'}, 'pattrens': {}}"
4269,furnitures,綠色落葉,みどりのおちば,green-leaf pile,,600,家具,植物,['庭園'],無,True,1.5x1.5,DIY,True,"[{'count': 1, 'itemName': '春筍'}, {'count': 10, 'itemName': '雜草'}]",['氣球'],僅在春季期間獲得,無,無,False,False,FtrFallenleavesGreen,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4270,furnitures,黃色落葉,きいろのおちば,yellow-leaf pile,,1300,家具,植物,['庭園'],樹果‧落葉,True,1.5x1.5,DIY,True,"[{'count': 3, 'itemName': '橡栗'}, {'count': 5, 'itemName': '雜草'}]",['氣球'],僅在秋季期間獲得,無,無,False,False,FtrFallenleavesYellow,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4271,furnitures,紅色落葉,あかいおちば,red-leaf pile,,1280,家具,植物,['庭園'],樹果‧落葉,True,1.5x1.5,DIY,True,"[{'count': 3, 'itemName': '楓葉'}, {'count': 4, 'itemName': '雜草'}]","['氣球', '西施惠']",僅在楓葉季節期間獲得,無,無,False,False,FtrFallenleavesRed,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4279,furnitures,冰棒,アイスキャンディー,frozen-treat set,,5400,小物件,餐飲,"['嚴寒', '兒童房']",冰塊,False,1x1,DIY,True,"[{'count': 1, 'itemName': '大雪花'}, {'count': 1, 'itemName': '雪花'}]",['雪人'],製作完美的雪人；僅在冬季期間獲得,口味,無,True,False,FtrIceCandy_Remake_0_0,1.0.0,"{'bodys': {'蘇打': '0', '香草&巧克力': '1', '柑橘': '2', '漿果': '3', '奇異果': '4', '薄荷巧克力': '5'}, 'pattrens': {}}"
4293,furnitures,波斯菊花圈,コスモスのリース,cosmos wreath,,720,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '黃色波斯菊'}, {'count': 3, 'itemName': '白色波斯菊'}, {'count': 3, 'itemName': '紅色波斯菊'}]","['所有村民', '狸克']",島花為波斯菊，則在幫村民蓋房子劇情中獲得,無,無,False,False,FtrDoorOrnamentWreathCosmos,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4308,furnitures,未完成的拼圖,つくりかけのパズル,unfinished puzzle,290,72,小物件,玩具,['兒童房'],無,False,1x1,Nook商店,False,,,,無,圖案,False,True,FtrPuzzle_Remake_0_0,1.0.0,"{'bodys': {}, 'pattrens': {'日落': '0', '陽光': '1', '雪景': '2', '深褐色街景': '3', '城堡': '4'}}"
4309,furnitures,世界的路標,せかいのみちしるべ,destinations signpost,,1440,家具,車輛,['庭園'],無,False,1.5x1.5,DIY,True,"[{'count': 4, 'itemName': '硬木材'}, {'count': 8, 'itemName': '軟木材'}]",['購物：哩數兌換'],,顏色,無,True,False,FtrSignpostWorld_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '白色': '1', '黑色': '2', '彩色': '3', '海洋': '4', '老舊': '5'}, 'pattrens': {}}"
4338,furnitures,手提唱片播放機,ポータブルレコードプレーヤー,portable record player,4000,1000,小物件,音響,"['商店', '客廳']",無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrPortablerecordplayer_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '黃色': '1', '藍色': '2', '綠色': '3', '粉紅色': '4', '黑色': '5', '橘色': '6'}, 'pattrens': {}}"
4375,furnitures,雪花花圈,ゆきのけっしょうのリース,snowflake wreath,,1600,壁掛物,屋門裝飾,"['嚴寒', '奇幻']",無,False,1x1 ,DIY,True,"[{'count': 4, 'itemName': '雪花'}]","['氣球', '西施惠']",僅在冬季期間獲得,無,無,False,False,FtrDoorOrnamentWreathIce,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4376,furnitures,貝殼花圈,かいがらのリース,shell wreath,,4720,壁掛物,屋門裝飾,['大海'],貝殼,False,1x1 ,DIY,True,"[{'count': 1, 'itemName': '夏天貝殼'}, {'count': 1, 'itemName': '鐘螺殼'}, {'count': 1, 'itemName': '沙錢'}, {'count': 1, 'itemName': '珊瑚'}, {'count': 1, 'itemName': '扇貝殼'}]","['氣球', '西施惠']",僅在夏季期間獲得,無,無,False,False,FtrDoorOrnamentWreathShell,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4377,furnitures,裝飾花圈,オーナメントのリース,ornament wreath,,800,壁掛物,屋門裝飾,['奇幻'],聖誕節,False,1x1 ,DIY,True,"[{'count': 6, 'itemName': '藍色裝飾品'}, {'count': 2, 'itemName': '金色裝飾品'}]",['氣球'],僅在聖誕季節期間獲得,顏色,無,True,False,FtrDoorOrnamentWreathOrnament_Remake_0_0,1.0.0,"{'bodys': {'藍色': '0', '金色': '1', '銀色': '2', '綠色': '3', '紅色': '4', '淺綠色': '5', '粉紅色': '6', '紫色': '7'}, 'pattrens': {}}"
4378,furnitures,水果花圈,フルーツのリース,fruit wreath,,2000,壁掛物,屋門裝飾,['奇幻'],水果,False,1x1 ,DIY,True,"[{'count': 2, 'itemName': '蘋果'}, {'count': 1, 'itemName': '梨子'}, {'count': 3, 'itemName': '櫻桃'}, {'count': 3, 'itemName': '橘子'}, {'count': 1, 'itemName': '桃子'}]",['暴躁型村民'],,無,無,False,False,FtrDoorOrnamentWreathFruit,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4379,furnitures,彈簧遊樂器材,スプリングゆうぐ,springy ride-on,,10000,家具,操場,"['設施', '奇幻']",無,True,1x1,購物：哩數兌換,False,,,,無,無,False,False,FtrSpringrider_Remake_0_0,1.0.0,"{'bodys': {'白色': '0', '棕色': '1', '深棕色': '2', '紅色': '3', '黃色': '4', '粉紅色': '5', '斑馬紋': '6'}, 'pattrens': {}}"
4381,furnitures,美式足球,アメフトボール,football,400,100,小物件,運動,"['健身', '學校']",無,False,1x1,Nook商店,False,,,,無,無,False,False,FtrFootball,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4392,furnitures,魔術組合,てじなセット,magic kit,980,245,小物件,玩具,['兒童房'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrMagicset_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1'}, 'pattrens': {}}"
4393,furnitures,洗衣盆,せんたくおけ,old-fashioned washtub,,360,小物件,浴室用品,['浴室‧廁所'],無,False,1x1,DIY,True,"[{'count': 3, 'itemName': '軟木材'}]",['第一次的DIY方程式'],從Nook商店購買第一次的DIY方程式,無,無,False,False,FtrWashtub,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4412,furnitures,棉花糖小吃攤,わたあめのやたい,cotton-candy stall,,15000,家具,商店,"['奇幻', '派對']",無,True,2x1,購物：哩數兌換,False,,,,無,無,False,False,FtrCottoncandymachine_Remake_0_0,1.0.0,"{'bodys': {'粉紅色': '0', '藍色': '1', '黑色': '2'}, 'pattrens': {}}"
4441,furnitures,餐館小桌,ダイナーなミニテーブル,diner mini table,1600,400,家具,桌子,['商店'],餐館,False,1x1,Nook商店,False,,,,無,無,False,False,FtrAmeretroTableS_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '黃色': '2', '祖母綠': '3', '粉紅色': '4', '奶油色': '5', '黑色': '6'}, 'pattrens': {}}"
4445,furnitures,托盤茶几,TVトレイ,vintage TV tray,1200,300,家具,桌子,['客廳'],無,False,1x1,Nook商店,False,,,,無,托盤,False,True,FtrTVtray_Remake_0_0,1.0.0,"{'bodys': {'金色': '0', '銀色': '1', '銅色': '2', '黑色': '3'}, 'pattrens': {'綠色': '0', '黑色': '1', '白色': '2', '自然木色': '3'}}"
4546,furnitures,梨子床鋪,ナシのベッド,pear bed,,2720,家具,床鋪,['奇幻'],水果,True,2x1,DIY,True,"[{'count': 10, 'itemName': '梨子'}, {'count': 6, 'itemName': '軟木材'}]","['運動型村民', '狸克']",島水果為水梨，則在幫村民蓋房子劇情中獲得,水果品種,無,True,False,FtrFruitsBedS_Remake_0_0,1.0.0,"{'bodys': {'法蘭西梨': '0', '西洋梨': '1'}, 'pattrens': {}}"
4572,furnitures,有罩落地燈,マウントシェードのフロアランプ,shaded floor lamp,1700,425,家具,燈,['客廳'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrLampMount_Remake_0_0,1.0.0,"{'bodys': {'黃色': '0', '藍色': '1', '紅色': '2', '綠色': '3', '萊姆綠': '4', '粉紅色': '5', '紫色': '6', '白色': '7'}, 'pattrens': {}}"
4687,furnitures,工具箱,こうぐばこ,toolbox,1800,450,小物件,日用品,['車庫'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrToolbox_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '綠色': '1', '藍色': '2', '橘色': '3', '綠松色': '4', '粉紅色': '5'}, 'pattrens': {}}"
4708,furnitures,蘑菇凳子,キノコのスツール,mush low stool,,800,家具,椅子,['庭園'],蘑菇,True,1x1,DIY,True,"[{'count': 2, 'itemName': '圓形蘑菇'}]",['氣球'],僅在蘑菇季節期間獲得,蘑菇品種,無,True,False,FtrMushroomChairS_Remake_0_0,1.0.0,"{'bodys': {'常見蘑菇': '0', '白色蘑菇': '1', '奇怪蘑菇': '2', '紅色蘑菇': '3', '黃色蘑菇': '4'}, 'pattrens': {}}"
4719,furnitures,宴會蠟燭,うたげのキャンドル,celebratory candles,1500,375,小物件,燈,['恐怖'],無,True,1x1,Nook商店,False,,,,無,無,False,False,FtrCelebratoryCandle_Remake_0_0,1.0.0,"{'bodys': {'棕色': '0', '淺棕色': '1', '黑色': '2', '藍色': '3', '白色': '4'}, 'pattrens': {}}"
4722,furnitures,怪獸,かいじゅう,monster statue,,25000,家具,玩具,"['兒童房', '恐怖']",無,True,3x3,購物：哩數兌換,False,,,,無,無,False,False,FtrMonster_Remake_0_0,1.0.0,"{'bodys': {'棕色': '0', '藍色': '1', '紅色': '2', '黑色': '3'}, 'pattrens': {}}"
4726,furnitures,蘑菇花圈,キノコのリース,mushroom wreath,,1500,壁掛物,屋門裝飾,['庭園'],蘑菇,False,1x1,DIY,True,"[{'count': 10, 'itemName': '樹枝'}, {'count': 1, 'itemName': '圓形蘑菇'}, {'count': 1, 'itemName': '瘦小蘑菇'}, {'count': 1, 'itemName': '扁平蘑菇'}]",['氣球'],僅在蘑菇季節期間獲得,無,無,False,False,FtrDoorOrnamentWreathMushroom,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4727,furnitures,樹枝花圈,きのえだのリース,tree branch wreath,,100,壁掛物,屋門裝飾,['客廳'],無,False,1x1 ,DIY,True,"[{'count': 10, 'itemName': '樹枝'}]",['大姐姐型村民'],,無,無,False,False,FtrDoorOrnamentWreathBranch,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4738,furnitures,骷髏門牌,ドクロなドアプレート,skull doorplate,540,135,壁掛物,屋門裝飾,['恐怖'],無,False,1x1 ,Nook商店,False,,,,無,無,False,False,FtrDoorPlateSkull_Remake_0_0,1.0.0,"{'bodys': {'棕色': '0', '白色': '1'}, 'pattrens': {}}"
4751,furnitures,骨頭門牌,ボーンなドアプレート,bone doorplate,,360,壁掛物,屋門裝飾,"['兒童房', '客廳']",無,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '軟木材'}]",['悠閒型村民'],,顏色,無,True,False,FtrDoorPlateBone_Remake_0_0,1.0.0,"{'bodys': {'棕色': '0', '白色': '1', '黑色': '2', '粉紅色': '3', '紅色': '4', '黃色': '5', '藍色': '6', '自然木色': '7'}, 'pattrens': {}}"
4752,furnitures,鑄鐵門牌,アイアンなドアプレート,iron doorplate,,1500,壁掛物,屋門裝飾,['客廳'],鑄鐵,False,1x1 ,DIY,True,"[{'count': 2, 'itemName': '鐵礦石'}]",['大姐姐型村民'],,顏色,無,True,False,FtrDoorOrnamentIron_Remake_0_0,1.0.0,"{'bodys': {'黑色': '0', '白色': '1', '藍色': '2', '銀色': '3', '煙燻棕': '4', '金色': '5', '粉紅色': '6', '棕色': '7'}, 'pattrens': {}}"
4753,furnitures,TOY公仔,TOYなフィギュア,throwback wrestling figure,1400,350,小物件,玩具,['兒童房'],TOY,True,1x1,Nook商店,False,,,,無,無,False,False,FtrBoyFigure_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '綠色': '2', '粉紅色': '3', '黑色': '4', '金色': '5'}, 'pattrens': {}}"
4754,furnitures,TOY鏡子,TOYなミラー,throwback gothic mirror,1800,450,小物件,梳妝台,"['兒童房', '恐怖']",TOY,True,1x1,Nook商店,False,,,,無,無,False,False,FtrBoyMirror_Remake_0_0,1.0.0,"{'bodys': {'黑色': '0', '白色': '1', '紅色': '2'}, 'pattrens': {}}"
4756,furnitures,TOY壁鐘,TOYなウォールクロック,throwback wall clock,4200,1050,壁掛物,時鐘,['兒童房'],TOY,True,2x1.5 ,Nook商店,False,,,,無,無,False,False,FtrBoyClockWall_Remake_0_0,1.0.0,"{'bodys': {'黃色': '0', '紅色': '1', '綠色': '2', '藍色': '3', '白色': '4', '灰色': '5', '紫色': '6'}, 'pattrens': {}}"
4757,furnitures,TOY音響,TOYなオーディオ,throwback skull radio,3200,800,小物件,音響,"['兒童房', '恐怖']",TOY,True,1x1,Nook商店,False,,,,無,無,False,False,FtrBoyAudio_Remake_0_0,1.0.0,"{'bodys': {'白色': '0', '紅色': '1', '黑色': '2', '煙燻灰': '3', '綠色': '4', '灰色': '5'}, 'pattrens': {}}"
4758,furnitures,TOY椅,TOYなチェア,throwback mitt chair,1400,350,家具,椅子,"['兒童房', '健身']",TOY,True,1x1,Nook商店,False,,,,無,無,False,False,FtrBoyChairS_Remake_0_0,1.0.0,"{'bodys': {'駝色': '0', '棕色': '1', '紅色': '2', '藍色': '3', '綠色': '4', '白色': '5'}, 'pattrens': {}}"
4759,furnitures,TOY床鋪,TOYなベッド,throwback race-car bed,3800,950,家具,床鋪,['兒童房'],TOY,True,2x1,Nook商店,False,,,,無,無,False,False,FtrBoyBedS_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '黃色': '2', '粉紅色': '3', '綠色': '4', '白色': '5', '黑色': '6'}, 'pattrens': {}}"
4760,furnitures,TOY桌,TOYなテーブル,throwback hat table,3800,950,家具,桌子,"['兒童房', '健身']",TOY,False,2x2,Nook商店,False,,,,無,無,False,False,FtrBoyTableL_Remake_0_0,1.0.0,"{'bodys': {'紅色': '0', '藍色': '1', '綠色': '2', '黑色×橘色': '3', '黑色×黃色': '4', '白色×藍色': '5', '白色×紅色': '6', '棒球': '7'}, 'pattrens': {}}"
4761,furnitures,TOY衣櫃,TOYなクロゼット,throwback rocket,5900,1475,家具,櫃子,"['兒童房', '宇宙']",TOY,False,1x1,Nook商店,False,,,,無,無,False,False,FtrBoyClosetL_Remake_0_0,1.0.0,"{'bodys': {'銀色': '0', '黃色': '1', '紅色': '2', '綠色': '3', '藍色': '4', '黑色': '5'}, 'pattrens': {}}"
4762,furnitures,TOY貨櫃,TOYなコンテナ,throwback container,2000,500,小物件,玩具,['兒童房'],TOY,False,1x1,Nook商店,False,,,,無,無,False,False,FtrBoyBox_Remake_0_0,1.0.0,"{'bodys': {'綠色': '0', '紅色': '1', '藍色': '2', '黃色': '3', '淺藍色': '4', '白色': '5', '黑色': '6'}, 'pattrens': {}}"
4763,furnitures,TOY屏風,TOYなスクリーン,throwback dino screen,3600,900,家具,螢幕,['兒童房'],TOY,False,2x0.5,Nook商店,False,,,,無,無,False,False,FtrBoyScreen,1.0.0,"{'bodys': {}, 'pattrens': {}}"
4764,furnitures,魚兒門牌,おサカナのドアプレート,fish doorplate,,90,壁掛物,屋門裝飾,"['兒童房', '奇幻']",無,False,1x1 ,活動：釣魚大賽,False,,,,顏色,無,True,False,FtrDoorOrnamentFish_Remake_0_0,1.0.0,"{'bodys': {'淺藍色': '0', '紅色': '1', '橘色': '2', '黃色': '3', '綠色': '4', '藍色': '5', '黑色': '6', '灰色': '7'}, 'pattrens': {}}"
5150,furnitures,貝殼廣播喇叭,かいがらのスピーカー,shell speaker,,5700,小物件,音響,['大海'],貝殼,True,1x1,DIY,True,"[{'count': 3, 'itemName': '海螺殼'}, {'count': 2, 'itemName': '鐵礦石'}]",['大姐姐型村民'],,貝殼顏色,無,True,False,FtrShellMusic_Remake_0_0,1.0.0,"{'bodys': {'白色': '0', '棕色': '1', '粉紅色': '2', '黃色': '3', '紫色': '4', '珍珠': '5'}, 'pattrens': {}}"
5165,furnitures,壁掛式蠟燭,かべかけのキャンドル,wall-mounted candle,800,200,壁掛物,燈,['恐怖'],無,True,1x1 ,Nook商店,False,,,,無,無,False,False,FtrCandleWall_Remake_0_0,1.0.0,"{'bodys': {'金色': '0', '銀色': '1', '銅色': '2', '黑色': '3', '白色': '4'}, 'pattrens': {}}"
5309,furnitures,愛心門牌,ハートなドアプレート,heart doorplate,600,150,壁掛物,屋門裝飾,['奇幻'],無,False,1x1 ,Nook商店,False,,,,無,無,False,False,FtrDoorOrnamentPlateHeart_Remake_0_0,1.0.0,"{'bodys': {'粉紅色': '0', '藍色': '1', '低調色': '2', '淺藍色': '3', '綠色': '4', '橘色': '5', '紅色': '6', '紫色': '7'}, 'pattrens': {}}"
5310,furnitures,蜘蛛門牌,スパイダーなドアプレート,spider doorplate,,90,壁掛物,屋門裝飾,"['兒童房', '恐怖']",無,False,1x1 ,活動：抓蟲大會,False,,,,顏色,無,True,False,FtrDoorOrnamentPlateInsect_Remake_0_0,1.0.0,"{'bodys': {'黑色': '0', '黃色': '1', '綠色': '2', '粉紅色': '3', '紫色': '4', '紅色': '5', '灰色': '6', '藍色': '7'}, 'pattrens': {}}"
5337,furnitures,3層雪人,3だんゆきだるま,three-tiered snowperson,,7420,家具,季節性裝飾,"['嚴寒', '庭園']",冰塊,False,1x1,DIY,True,"[{'count': 1, 'itemName': '大雪花'}, {'count': 6, 'itemName': '雪花'}, {'count': 2, 'itemName': '樹枝'}]",['雪人'],製作完美的雪人；僅在冬季期間獲得,針織帽顏色,無,True,False,FtrSnowman_Remake_0_0,1.0.0,"{'bodys': {'藍色': '0', '粉紅色': '1', '淺藍色': '2', '黃色': '3'}, 'pattrens': {}}"
5338,furnitures,簡單壁板,シンプルなパネル,simple panel,810,202,家具,螢幕,['設施'],無,False,1x0.5,Nook商店,False,,,,無,板子花紋,False,True,FtrScreenSimple_Remake_0_0,1.0.0,"{'bodys': {'淺灰色': '0', '黑色': '1', '白色': '2', '棕色': '3', '淺棕色': '4', '銅色': '5', '銀色': '6', '金色': '7'}, 'pattrens': {'無圖案板子': '0', '線條板子': '1', '洞洞板': '2', '橫條板子': '3', '格子': '4', '土牆': '5', '水泥': '6', '金色': '7'}}"
5436,furnitures,銀蓮花花圈,アネモネのリース,windflower wreath,,720,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '紅色銀蓮花'}, {'count': 3, 'itemName': '白色銀蓮花'}, {'count': 3, 'itemName': '橘色銀蓮花'}]","['所有村民', '狸克']",島花為銀蓮花，則在幫村民蓋房子劇情中獲得,無,無,False,False,FtrDoorOrnamentWreathAnemone,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5437,furnitures,玫瑰花圈,バラのリース,rose wreath,,720,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '紅色玫瑰'}, {'count': 3, 'itemName': '白色玫瑰'}, {'count': 3, 'itemName': '黃色玫瑰'}]","['所有村民', '狸克']",島花為玫瑰，則在幫村民蓋房子劇情中獲得,無,無,False,False,FtrDoorOrnamentWreathRose,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5466,furnitures,三色堇花圈,パンジーのリース,pansy wreath,,720,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '黃色三色堇'}, {'count': 3, 'itemName': '白色三色堇'}, {'count': 3, 'itemName': '紅色三色堇'}]","['所有村民', '狸克']",島花為三色堇，則在幫村民蓋房子劇情中獲得,無,無,False,False,FtrDoorOrnamentWreathPansy,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5467,furnitures,菊花花圈,キクのリース,mum wreath,,720,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '白色菊花'}, {'count': 3, 'itemName': '黃色菊花'}, {'count': 3, 'itemName': '紅色菊花'}]","['所有村民', '狸克']",島花為菊花，則在幫村民蓋房子劇情中獲得,無,無,False,False,FtrDoorOrnamentWreathMum,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5468,furnitures,風信子花圈,ヒヤシンスのリース,hyacinth wreath,,720,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '白色風信子'}, {'count': 3, 'itemName': '紅色風信子'}, {'count': 3, 'itemName': '黃色風信子'}]","['所有村民', '狸克']",島花為風信子，則在幫村民蓋房子劇情中獲得,無,無,False,False,FtrDoorOrnamentWreathHyacinth,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5543,furnitures,積木凳子,つみきスツール,wooden-block stool,,600,家具,椅子,['兒童房'],積木,True,1x1,DIY,True,"[{'count': 1, 'itemName': '積木玩具'}, {'count': 2, 'itemName': '軟木材'}]",['活力型村民'],,積木顏色,無,True,False,FtrBlockStoolS_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '拼木': '1', '彩色': '2', '粉嫩色': '3', '鮮豔色': '4'}, 'pattrens': {}}"
5635,furnitures,微型圖書館,マイクロライブラリー,tiny library,,1035,家具,花園,['庭園'],無,False,1x1,DIY,True,"[{'count': 3, 'itemName': '書'}, {'count': 5, 'itemName': '木材'}]",['普通型村民'],,油漆,無,True,False,FtrMicrolibrary_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '紅色': '1', '粉嫩色': '2', '酷感色': '3', '狂野': '4', '童話風': '5'}, 'pattrens': {}}"
5636,furnitures,木匾額,いちまいいたのかんばん,wooden-plank sign,,600,壁掛物,牧場,['東洋風'],無,False,2x1 ,DIY,True,"[{'count': 5, 'itemName': '硬木材'}]",['暴躁型村民'],,主體顏色,無,True,False,FtrSignboardWood_Remake_0_0,1.0.0,"{'bodys': {'自然色': '0', '深棕色': '1', '棕色': '2', '紅色': '3'}, 'pattrens': {}}"
5641,furnitures,百合花圈,ユリのリース,lily wreath,,720,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '白色百合'}, {'count': 3, 'itemName': '紅色百合'}, {'count': 3, 'itemName': '黃色百合'}]","['所有村民', '狸克']",島花為百合花，則在幫村民蓋房子劇情中獲得,無,無,False,False,FtrDoorOrnamentWreathYuri,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5670,furnitures,鬱金香花圈,チューリップのリース,tulip wreath,,720,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '紅色鬱金香'}, {'count': 3, 'itemName': '黃色鬱金香'}, {'count': 3, 'itemName': '白色鬱金香'}]","['所有村民', '狸克']",島花為鬱金香，則在幫村民蓋房子劇情中獲得,無,無,False,False,FtrDoorOrnamentWreathTulip,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5676,furnitures,載人太空船,ゆうじんうちゅうせん,crewed spaceship,,20000,家具,太空,['宇宙'],無,True,2x2,DIY,True,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 20, 'itemName': '鐵礦石'}]",['傅珂'],,無,無,False,False,FtrSpacecraft,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5677,furnitures,精美百合花圈,ファンシーなユリのリース,fancy lily wreath,,1200,壁掛物,屋門裝飾,['奇幻'],花朵,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '橘色百合'}, {'count': 3, 'itemName': '粉紅百合'}, {'count': 3, 'itemName': '黃色百合'}]",['所有村民'],,無,無,False,False,FtrDoorOrnamentWreathYuriMix,1.0.0,"{'bodys': {}, 'pattrens': {}}"
5716,furnitures,肉球門牌,にくきゅうのドアプレート,paw-print doorplate,,360,壁掛物,屋門裝飾,"['客廳', '奇幻']",無,False,1x1 ,DIY,True,"[{'count': 3, 'itemName': '木材'}]",['活力型村民'],,顏色,無,True,False,FtrDoorOrnamentPaw_Remake_0_0,1.0.0,"{'bodys': {'淺木色': '0', '淺藍色': '1', '深灰色': '2', '自然木色': '3', '深棕色': '4', '白色': '5', '藍色': '6', '粉紅色': '7'}, 'pattrens': {}}"
