id,name_e,name_j,name_c,category,filename,sell,materials,obtainedFrom,sourceNotes
323,snowflake wall,スノーフレークのかべがみ,雪花壁紙,壁紙,RoomTexWallSnowCrystal00,200,"[{'count': 12, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得
324,rustic-stone wall,ランダムストーンのかべ,不規則石頭牆,壁紙,RoomTexWallStone00,200,"[{'count': 5, 'itemName': '石頭'}, {'count': 5, 'itemName': '黏土'}]",['成熟型村民'],
325,steel-frame wall,てっこつのかべ,鋼筋牆,壁紙,RoomTexWallSteel00,200,"[{'count': 8, 'itemName': '鐵礦石'}]",['自戀型村民'],
326,jungle wall,ジャングルのかべがみ,叢林壁紙,壁紙,RoomTexWallJungle00,200,"[{'count': 15, 'itemName': '雜草'}, {'count': 3, 'itemName': '木材'}, {'count': 3, 'itemName': '硬木材'}, {'count': 3, 'itemName': '軟木材'}]",['運動型村民'],
359,deer scare,ししおどし,竹流水造景,家具,FtrShishiodoshi_Remake_0_0,200,"[{'count': 3, 'itemName': '竹子材料'}, {'count': 8, 'itemName': '石頭'}, {'count': 3, 'itemName': '雜草'}]",['暴躁型村民'],
360,tulip wreath,チューリップのリース,鬱金香花圈,壁掛物,FtrDoorOrnamentWreathTulip,200,"[{'count': 3, 'itemName': '紅色鬱金香'}, {'count': 3, 'itemName': '黃色鬱金香'}, {'count': 3, 'itemName': '白色鬱金香'}]","['所有村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native flower is tulips
361,pretty tulip wreath,キュートなチューリップのリース,可愛鬱金香花圈,壁掛物,FtrDoorOrnamentWreathTulipMix,200,"[{'count': 3, 'itemName': '橘色鬱金香'}, {'count': 3, 'itemName': '粉紅鬱金香'}, {'count': 3, 'itemName': '紫色鬱金香'}]",['所有村民'],
362,dark tulip wreath,ダークなチューリップのリース,深色鬱金香花圈,壁掛物,FtrDoorOrnamentWreathTulipRare,200,"[{'count': 10, 'itemName': '黑色鬱金香'}]",['所有村民'],
364,three-tiered snowperson,3だんゆきだるま,3層雪人,家具,FtrSnowman_Remake_0_0,200,"[{'count': 1, 'itemName': '大雪花'}, {'count': 6, 'itemName': '雪花'}, {'count': 2, 'itemName': '樹枝'}]",['雪人'],製作完美的雪人；僅在冬季期間獲得
365,iron hanger stand,アイアンハンガースタンド,鑄鐵衣帽立架,家具,FtrIronHanger_Remake_0_0,200,"[{'count': 3, 'itemName': '鐵礦石'}]",['暴躁型村民'],
366,Aquarius urn,アクエリアスのみずがめ,水瓶座水瓶,家具,FtrZodiacAquarius,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '水瓶座碎片'}, {'count': 2, 'itemName': '金礦石'}, {'count': 5, 'itemName': '石頭'}]",['傅珂'],
367,Aries rocking chair,アリエスのもくば,牡羊座木馬,家具,FtrZodiacAries,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '牡羊座碎片'}, {'count': 1, 'itemName': '金礦石'}, {'count': 5, 'itemName': '石頭'}]",['傅珂'],
368,Virgo harp,ヴァルゴのハープ,處女座豎琴,家具,FtrZodiacVirgo,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '處女座碎片'}, {'count': 2, 'itemName': '金礦石'}, {'count': 4, 'itemName': '石頭'}]",['傅珂'],
370,Capricorn ornament,カプリコーンのおきもの,摩羯座擺飾,家具,FtrZodiacCapricornus,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '摩羯座碎片'}, {'count': 2, 'itemName': '金礦石'}, {'count': 12, 'itemName': '石頭'}]",['傅珂'],
371,Cancer table,キャンサーのテーブル,巨蟹座桌子,家具,FtrZodiacCancer,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '巨蟹座碎片'}, {'count': 2, 'itemName': '金礦石'}, {'count': 3, 'itemName': '石頭'}]",['傅珂'],
372,holiday candle,クリスマスキャンドル,聖誕蠟燭,小物件,FtrCandleXmas_Remake_0_0,200,"[{'count': 5, 'itemName': '紅色裝飾品'}, {'count': 5, 'itemName': '雜草'}]",['氣球'],僅在聖誕季節期間獲得
373,lunar rover,げつめんいどうしゃ,月球車,家具,FtrMoonrover,200,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 10, 'itemName': '鐵礦石'}, {'count': 4, 'itemName': '輪胎'}]",['傅珂'],
374,sauna heater,サウナストーブ,三溫暖電暖爐,家具,FtrStoveSauna,200,"[{'count': 6, 'itemName': '石頭'}, {'count': 3, 'itemName': '鐵礦石'}, {'count': 3, 'itemName': '木材'}]",['悠閒型村民'],
375,cherry-blossom bonsai,さくらのぼんさい,櫻花盆栽,小物件,FtrBonsaiSakura,200,"[{'count': 6, 'itemName': '櫻花花瓣'}, {'count': 2, 'itemName': '硬木材'}, {'count': 3, 'itemName': '雜草'}, {'count': 3, 'itemName': '黏土'}]",['氣球'],僅在櫻花季節期間獲得
376,Sagittarius arrow,サジタリアスのや,射手座箭矢,壁掛物,FtrZodiacSagittarius,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '射手座碎片'}, {'count': 2, 'itemName': '金礦石'}]",['傅珂'],
377,Gemini closet,ジェミニのクロゼット,雙子座衣櫃,家具,FtrZodiacGemini,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '雙子座碎片'}, {'count': 2, 'itemName': '金礦石'}, {'count': 6, 'itemName': '石頭'}]",['傅珂'],
378,deer decoration,しかのオブジェ,小鹿裝飾品,壁掛物,FtrHuntingtrophy_Remake_0_0,200,"[{'count': 8, 'itemName': '軟木材'}]",['悠閒型村民'],
379,satellite,じんこうえいせい,人工衛星,家具,FtrSatellite,200,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 15, 'itemName': '鐵礦石'}]",['傅珂'],
380,Scorpio lamp,スコーピオのランプ,天蠍座燈,小物件,FtrZodiacScorpio,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '天蠍座碎片'}, {'count': 2, 'itemName': '金礦石'}, {'count': 5, 'itemName': '石頭'}]",['傅珂'],
381,space shuttle,スペースシャトル,太空梭,家具,FtrShuttle,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 10, 'itemName': '鐵礦石'}]",['傅珂'],
382,steamer-basket set,せいろ,蒸籠,小物件,FtrBasketsteamer,200,"[{'count': 6, 'itemName': '春筍'}]",['氣球'],僅在春季期間獲得
383,destinations signpost,せかいのみちしるべ,世界的路標,家具,FtrSignpostWorld_Remake_0_0,200,"[{'count': 4, 'itemName': '硬木材'}, {'count': 8, 'itemName': '軟木材'}]",['哩數兌換'],
384,Taurus bathtub,タウラスのバスタブ,金牛座浴缸,家具,FtrZodiacTaurus,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '金牛座碎片'}, {'count': 1, 'itemName': '金礦石'}, {'count': 8, 'itemName': '石頭'}]",['傅珂'],
385,bamboo-shoot lamp,たけのこランプ,竹筍燈,小物件,FtrBambooshootLamp,200,"[{'count': 4, 'itemName': '春筍'}, {'count': 5, 'itemName': '竹筍'}, {'count': 4, 'itemName': '黏土'}]",['氣球'],僅在春季期間獲得
386,lunar lander,ちゃくりくせん,登月艙,家具,FtrModule,200,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 15, 'itemName': '鐵礦石'}]",['傅珂'],
387,wooden-block stool,つみきスツール,積木凳子,家具,FtrBlockStoolS_Remake_0_0,200,"[{'count': 1, 'itemName': '積木玩具'}, {'count': 2, 'itemName': '軟木材'}]",['活力型村民'],
388,tabletop festive tree,テーブルクリスマスツリー,桌上聖誕樹,小物件,FtrTreeXmasMini_Remake_0_0,200,"[{'count': 5, 'itemName': '金色裝飾品'}, {'count': 3, 'itemName': '樹枝'}, {'count': 2, 'itemName': '黏土'}]",['氣球'],僅在聖誕季節期間獲得
389,water pump,ておしポンプ,手押式汲水器,家具,FtrHandpump_Remake_0_0,200,"[{'count': 2, 'itemName': '鐵礦石'}, {'count': 6, 'itemName': '黏土'}]","['狸克', '悠閒型村民']",50% chance of being obtained during the main storyline during the villager house development quest
390,decoy duck,デコイ,木雕鴨,小物件,FtrDecoy_Remake_0_0,200,"[{'count': 4, 'itemName': '軟木材'}]",['自戀型村民'],
391,terrarium,テラリウム,玻璃盆栽,小物件,FtrTerrarium_Remake_0_0,200,"[{'count': 12, 'itemName': '雜草'}, {'count': 2, 'itemName': '鐵礦石'}]",['普通型村民'],
392,illuminated reindeer,トナカイのイルミネーション,馴鹿燈飾,家具,FtrIllumiReindeer_Remake_0_0,200,"[{'count': 6, 'itemName': '金色裝飾品'}, {'count': 5, 'itemName': '鐵礦石'}]",['氣球'],僅在聖誕季節期間獲得
393,gong,どら,銅鑼,家具,FtrTamtam_Remake_0_0,200,"[{'count': 6, 'itemName': '鐵礦石'}, {'count': 5, 'itemName': '木材'}]",['暴躁型村民'],
394,oil-barrel bathtub,ドラムかんぶろ,泡澡汽油桶,家具,FtrDrumcanbath_Remake_0_0,200,"[{'count': 1, 'itemName': '汽油桶'}, {'count': 1, 'itemName': '炊火'}, {'count': 2, 'itemName': '石頭'}]",['運動型村民'],
395,barbell,バーベル,槓鈴,家具,FtrBarbell_Remake_0_0,200,"[{'count': 10, 'itemName': '鐵礦石'}]",['運動型村民'],
396,hanging terrarium,ハンギングテラリウム,垂吊玻璃盆栽,壁掛物,FtrTerrariumWall_Remake_0_0,200,"[{'count': 12, 'itemName': '雜草'}, {'count': 4, 'itemName': '鐵礦石'}]",['活力型村民'],
397,bamboo drum,バンブードラム,竹鼓,小物件,FtrBamboodrum_Remake_0_0,200,"[{'count': 3, 'itemName': '竹子材料'}, {'count': 2, 'itemName': '軟木材'}]",['運動型村民'],
398,pan flute,パンフルート,排笛,工具,ToolPanpipe,200,"[{'count': 7, 'itemName': '春筍'}]",['氣球'],僅在春季期間獲得
399,Pisces lamp,ピスケスのランプ,雙魚座燈,家具,FtrZodiacPisces,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '雙魚座碎片'}, {'count': 2, 'itemName': '金礦石'}, {'count': 4, 'itemName': '石頭'}]",['傅珂'],
400,infused-water dispenser,フルーツウォーターサーバー,水果桶裝飲水機,小物件,FtrFruitswater,200,"[{'count': 2, 'itemName': '蘋果'}, {'count': 2, 'itemName': '梨子'}, {'count': 2, 'itemName': '櫻桃'}, {'count': 2, 'itemName': '橘子'}, {'count': 2, 'itemName': '桃子'}, {'count': 2, 'itemName': '椰子'}]",['暴躁型村民'],
401,illuminated present,プレゼントのイルミネーション,禮物燈飾,家具,FtrIllumiPresent_Remake_0_0,200,"[{'count': 3, 'itemName': '紅色裝飾品'}, {'count': 4, 'itemName': '金色裝飾品'}, {'count': 3, 'itemName': '鐵礦石'}]",['氣球'],僅在聖誕季節期間獲得
402,firewood,まき,柴火,小物件,FtrFirewood,200,"[{'count': 8, 'itemName': '木材'}]",['運動型村民'],
403,matryoshka,マトリョーシカ,俄羅斯套娃,小物件,FtrMatryoshka_Remake_0_0,200,"[{'count': 5, 'itemName': '軟木材'}]",['悠閒型村民'],
404,wooden bookshelf,もくせいのほんだな,木製書架,家具,FtrBookshelf_Remake_0_0,200,"[{'count': 5, 'itemName': '書'}, {'count': 10, 'itemName': '木材'}]",['悠閒型村民'],
405,coconut wall planter,ヤシのウォールプランター,椰子壁掛盤栽,壁掛物,FtrPlanterPalm,200,"[{'count': 1, 'itemName': '椰子'}, {'count': 5, 'itemName': '雜草'}]",['成熟型村民'],
406,illuminated snowflakes,ゆきのイルミネーション,雪花燈飾,家具,FtrIllumiSnow_Remake_0_0,200,"[{'count': 9, 'itemName': '藍色裝飾品'}, {'count': 3, 'itemName': '金礦石'}]",['氣球'],僅在聖誕季節期間獲得
407,Leo sculpture,レオのちょうこく,獅子座雕塑,壁掛物,FtrZodiacLeo,200,"[{'count': 3, 'itemName': '星星碎片'}, {'count': 2, 'itemName': '獅子座碎片'}, {'count': 2, 'itemName': '金礦石'}, {'count': 3, 'itemName': '石頭'}]",['傅珂'],
408,brick well,レンガのいど,磚塊水井,家具,FtrWellBrick_Remake_0_0,200,"[{'count': 8, 'itemName': '黏土'}, {'count': 5, 'itemName': '木材'}, {'count': 1, 'itemName': '簡陋鏟子'}]",['哩數兌換'],
409,rocket,ロケット,火箭,家具,FtrRocket,200,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 20, 'itemName': '鐵礦石'}]",['傅珂'],
410,outdoor bath,ろてんぶろ,露天池,家具,FtrOpenairbath_Remake_0_0,200,"[{'count': 20, 'itemName': '石頭'}, {'count': 1, 'itemName': '鏟子'}]",['哩數兌換'],
411,traditional balancing toy,やじろべえ,平衡玩具,小物件,FtrBalancingtoy,200,"[{'count': 4, 'itemName': '橡栗'}, {'count': 2, 'itemName': '硬木材'}]",['氣球'],僅在秋季期間獲得
412,log stakes,まるたのくい,圓木樁,家具,FtrWoodPile_Remake_0_0,200,"[{'count': 3, 'itemName': '木材'}]","['狸克', '自戀型村民']",
413,magazine rack,マガジンラック,雜誌架,小物件,FtrMagazinerack_Remake_0_0,200,"[{'count': 2, 'itemName': '雜誌'}, {'count': 4, 'itemName': '木材'}]",['活力型村民'],
414,tree's bounty mobile,きのみのモビール,樹果掛飾,壁掛物,FtrNutMobile_Remake_0_0,200,"[{'count': 2, 'itemName': '松果'}, {'count': 3, 'itemName': '橡栗'}, {'count': 3, 'itemName': '樹枝'}]",['氣球'],僅在秋季期間獲得
415,tree's bounty lamp,きのみのランプ,樹果燈,小物件,FtrNutLamp_Remake_0_0,200,"[{'count': 6, 'itemName': '橡栗'}, {'count': 4, 'itemName': '黏土'}]",['氣球'],僅在秋季期間獲得
416,tree's bounty little tree,ちいさなきのみのツリー,小樹果樹,小物件,FtrNutTreeS_Remake_0_0,200,"[{'count': 6, 'itemName': '松果'}, {'count': 4, 'itemName': '橡栗'}, {'count': 1, 'itemName': '硬木材'}]","['氣球', '西施惠']",僅在秋季期間獲得
417,tree's bounty big tree,おおきなきのみのツリー,大樹果樹,家具,FtrNutTreeL_Remake_0_0,200,"[{'count': 5, 'itemName': '松果'}, {'count': 4, 'itemName': '橡栗'}, {'count': 4, 'itemName': '楓葉'}, {'count': 8, 'itemName': '樹枝'}, {'count': 4, 'itemName': '黏土'}]",['氣球'],僅在楓葉季節期間獲得
418,cherry-blossom-petal pile,さくらのはなびらのやま,櫻花花瓣堆,家具,FtrSakuraPetal,200,"[{'count': 5, 'itemName': '櫻花花瓣'}]",['氣球'],僅在櫻花季節期間獲得
419,cherry-blossom branches,さくらのえだ,櫻花樹枝,家具,FtrSakuraBranch,200,"[{'count': 8, 'itemName': '櫻花花瓣'}, {'count': 4, 'itemName': '樹枝'}, {'count': 5, 'itemName': '黏土'}]",['氣球'],僅在櫻花季節期間獲得
420,bamboo sphere,たけのまり,竹球,小物件,FtrBambooBall_Remake_0_0,200,"[{'count': 3, 'itemName': '竹子材料'}]",['普通型村民'],
421,bamboo lunch box,たけのべんとうばこ,竹製便當盒,小物件,FtrBambooLunch_Remake_0_0,200,"[{'count': 4, 'itemName': '竹子材料'}]",['成熟型村民'],
422,outdoor picnic set,おはなみセット,賞花組合,家具,FtrSakuraPicnicset,200,"[{'count': 10, 'itemName': '櫻花花瓣'}]","['氣球', '西施惠']",僅在櫻花季節期間獲得
423,tree's bounty arch,きのみのアーチ,樹果拱門,家具,FtrNutArch_Remake_0_0,200,"[{'count': 4, 'itemName': '松果'}, {'count': 5, 'itemName': '橡栗'}, {'count': 5, 'itemName': '楓葉'}, {'count': 15, 'itemName': '樹枝'}]",['氣球'],僅在楓葉季節期間獲得
424,bamboo noodle slide,ながしそうめん,流水素麵,家具,FtrBambooSomen,200,"[{'count': 7, 'itemName': '春筍'}, {'count': 3, 'itemName': '木材'}]","['氣球', '西施惠']",僅在春季期間獲得
426,cherry-blossom clock,さくらクロック,櫻花時鐘,壁掛物,FtrSakuraClockW_Remake_0_0,200,"[{'count': 5, 'itemName': '櫻花花瓣'}]",['氣球'],僅在櫻花季節期間獲得
427,blossom-viewing lantern,おはなみのちょうちん,賞花提燈,家具,FtrSakuraLantern_Remake_0_0,200,"[{'count': 6, 'itemName': '櫻花花瓣'}, {'count': 4, 'itemName': '硬木材'}]",['氣球'],僅在櫻花季節期間獲得
429,nova light,スターライト,星光,小物件,FtrStarLamp_Remake_0_0,200,"[{'count': 5, 'itemName': '星星碎片'}]",['傅珂'],
430,starry garland,スターなガーランド,星星掛旗,壁掛物,FtrStarDecorationWall_Remake_0_0,200,"[{'count': 10, 'itemName': '星星碎片'}]",['傅珂'],
432,crescent-moon chair,みかづきチェア,新月椅,家具,FtrStarMoonChairL_Remake_0_0,200,"[{'count': 7, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],
433,ornament mobile,オーナメントのモビール,掛飾,壁掛物,FtrOrnamentMobile_Remake_0_0,200,"[{'count': 1, 'itemName': '紅色裝飾品'}, {'count': 1, 'itemName': '藍色裝飾品'}, {'count': 1, 'itemName': '金色裝飾品'}, {'count': 4, 'itemName': '樹枝'}]",['氣球'],僅在聖誕季節期間獲得
434,crewed spaceship,ゆうじんうちゅうせん,載人太空船,家具,FtrSpacecraft,200,"[{'count': 10, 'itemName': '星星碎片'}, {'count': 20, 'itemName': '鐵礦石'}]",['傅珂'],
435,jail bars,おり,牢籠,家具,FtrScreenCage_Remake_0_0,200,"[{'count': 5, 'itemName': '鐵礦石'}]",['暴躁型村民'],
436,wild log bench,ワイルドなまるたのベンチ,野外圓木長椅,家具,FtrWoodBench_Remake_0_0,200,"[{'count': 8, 'itemName': '硬木材'}]",['運動型村民'],
437,key holder,キーハンガー,鑰匙掛勾,壁掛物,FtrKeyhanger_Remake_0_0,200,"[{'count': 3, 'itemName': '木材'}, {'count': 1, 'itemName': '鐵礦石'}]",['大姐姐型村民'],
438,lily wreath,ユリのリース,百合花圈,壁掛物,FtrDoorOrnamentWreathYuri,200,"[{'count': 3, 'itemName': '白色百合'}, {'count': 3, 'itemName': '紅色百合'}, {'count': 3, 'itemName': '黃色百合'}]","['所有村民', '狸克']",Obtained during the main storyline during the villager house development quest if the native flower is lilies
440,chic windflower wreath,シックなアネモネのリース,典雅銀蓮花花圈,壁掛物,FtrDoorOrnamentWreathAnemoneRare,200,"[{'count': 10, 'itemName': '紫色銀蓮花'}]",['所有村民'],
441,cool windflower wreath,クールなアネモネのリース,清新銀蓮花花圈,壁掛物,FtrDoorOrnamentWreathAnemoneMix,200,"[{'count': 3, 'itemName': '藍色銀蓮花'}, {'count': 3, 'itemName': '粉紅銀蓮花'}, {'count': 3, 'itemName': '白色銀蓮花'}]",['所有村民'],
442,natural mum wreath,ナチュラルなキクのリース,自然風菊花花圈,壁掛物,FtrDoorOrnamentWreathMumRare,200,"[{'count': 10, 'itemName': '綠色菊花'}]",['所有村民'],
443,fancy mum wreath,ファンシーなキクのリース,精美菊花花圈,壁掛物,FtrDoorOrnamentWreathMumMix,200,"[{'count': 3, 'itemName': '粉紅菊花'}, {'count': 3, 'itemName': '紫色菊花'}, {'count': 3, 'itemName': '紅色菊花'}]",['所有村民'],
444,chic cosmos wreath,シックなコスモスのリース,典雅波斯菊花圈,壁掛物,FtrDoorOrnamentWreathCosmosRare,200,"[{'count': 10, 'itemName': '黑色波斯菊'}]",['所有村民'],
445,pretty cosmos wreath,キュートなコスモスのリース,可愛波斯菊花圈,壁掛物,FtrDoorOrnamentWreathCosmosMix,200,"[{'count': 3, 'itemName': '橘色波斯菊'}, {'count': 3, 'itemName': '粉紅波斯菊'}, {'count': 3, 'itemName': '紅色波斯菊'}]",['所有村民'],
446,dark rose wreath,ダークなバラのリース,深色玫瑰花圈,壁掛物,FtrDoorOrnamentWreathRoseRare,200,"[{'count': 3, 'itemName': '黑色玫瑰'}, {'count': 6, 'itemName': '紫色玫瑰'}]",['所有村民'],
447,blue rose wreath,あおいバラのリース,藍色玫瑰花圈,壁掛物,FtrDoorOrnamentWreathRoseUrtraRare,200,"[{'count': 10, 'itemName': '藍色玫瑰'}]",['所有村民'],
448,fancy rose wreath,ファンシーなバラのリース,精美玫瑰花圈,壁掛物,FtrDoorOrnamentWreathRoseMix,200,"[{'count': 3, 'itemName': '橘色玫瑰'}, {'count': 3, 'itemName': '粉紅玫瑰'}, {'count': 3, 'itemName': '黃色玫瑰'}]",['所有村民'],
449,gold rose wreath,きんのバラのリース,金色玫瑰花圈,壁掛物,FtrDoorOrnamentWreathRoseGold,200,"[{'count': 10, 'itemName': '金色玫瑰'}]",['所有村民'],
450,cool pansy wreath,クールなパンジーのリース,清新三色堇花圈,壁掛物,FtrDoorOrnamentWreathPansyRare,200,"[{'count': 10, 'itemName': '紫色三色堇'}]",['所有村民'],
451,snazzy pansy wreath,ポップなパンジーのリース,繽紛三色堇花圈,壁掛物,FtrDoorOrnamentWreathPansyMix,200,"[{'count': 3, 'itemName': '紅黃三色堇'}, {'count': 3, 'itemName': '藍色三色堇'}, {'count': 3, 'itemName': '黃色三色堇'}]",['所有村民'],
452,purple hyacinth wreath,むらさきのヒヤシンスのリース,紫色風信子花圈,壁掛物,FtrDoorOrnamentWreathHyacinthRare,200,"[{'count': 10, 'itemName': '紫色風信子'}]",['所有村民'],
453,cool hyacinth wreath,クールなヒヤシンスのリース,清新風信子花圈,壁掛物,FtrDoorOrnamentWreathHyacinthMix,200,"[{'count': 3, 'itemName': '橘色風信子'}, {'count': 3, 'itemName': '藍色風信子'}, {'count': 3, 'itemName': '粉紅風信子'}]",['所有村民'],
454,dark lily wreath,ダークなユリのリース,深色百合花圈,壁掛物,FtrDoorOrnamentWreathYuriRare,200,"[{'count': 10, 'itemName': '黑色百合'}]",['所有村民'],
455,fancy lily wreath,ファンシーなユリのリース,精美百合花圈,壁掛物,FtrDoorOrnamentWreathYuriMix,200,"[{'count': 3, 'itemName': '橘色百合'}, {'count': 3, 'itemName': '粉紅百合'}, {'count': 3, 'itemName': '黃色百合'}]",['所有村民'],
456,leaf umbrella,はっぱのかさ,葉子雨傘,雨傘,UmbrellaLeaf0Cropped,200,"[{'count': 15, 'itemName': '雜草'}]",['大姐姐型村民'],
457,clothesline,ものほしロープ,曬衣繩,家具,FtrClothesline_Remake_0_0,200,"[{'count': 10, 'itemName': '樹枝'}]","['狸克', '暴躁型村民']",50% chance of being obtained during the main storyline during the villager house development quest
458,bridge construction kit,はしのこうじキット,橋樑施工工具組,其他,TentWhite,200,"[{'count': 4, 'itemName': '圓木樁'}, {'count': 4, 'itemName': '黏土'}, {'count': 4, 'itemName': '石頭'}]",['狸克'],Obtained during the main storyline
459,blue rose crown,バラのかんむり・ブルー,藍色玫瑰花冠,頭戴物,CapOrnamentRose4,200,"[{'count': 6, 'itemName': '藍色玫瑰'}]",['所有村民'],
460,gold rose crown,バラのかんむり・ゴールド,金色玫瑰花冠,頭戴物,CapOrnamentRose5,200,"[{'count': 6, 'itemName': '金色玫瑰'}]",['所有村民'],
461,campsite construction kit,キャンプサイトこうじキット,露營地施工工具組,其他,TentWhite,200,"[{'count': 15, 'itemName': '木材'}, {'count': 15, 'itemName': '軟木材'}, {'count': 15, 'itemName': '硬木材'}, {'count': 15, 'itemName': '鐵礦石'}]",['狸克'],Obtained during the main storyline
462,document stack,しょるいのやま,文件堆,小物件,FtrOfficePapers_Remake_0_0,200,"[{'count': 1, 'itemName': '散亂的紙張'}]",['自戀型村民'],
463,scattered papers,ちらばったかみ,散亂的紙張,家具,FtrFloorpapers_Remake_0_0,200,"[{'count': 1, 'itemName': '文件堆'}]",['自戀型村民'],
464,fossil doorplate,かせきのドアプレート,化石門牌,壁掛物,FtrDoorOrnamentFossil_Remake_0_0,200,"[{'count': 1, 'itemName': '化石'}, {'count': 2, 'itemName': '石頭'}]",['運動型村民'],
465,timber doorplate,ログなドアプレート,原木門牌,壁掛物,FtrDoorOrnamentLog_Remake_0_0,200,"[{'count': 2, 'itemName': '木材'}, {'count': 1, 'itemName': '粉紅玫瑰'}]",['成熟型村民'],
466,paw-print doorplate,にくきゅうのドアプレート,肉球門牌,壁掛物,FtrDoorOrnamentPaw_Remake_0_0,200,"[{'count': 3, 'itemName': '木材'}]",['活力型村民'],
467,bone doorplate,ボーンなドアプレート,骨頭門牌,壁掛物,FtrDoorPlateBone_Remake_0_0,200,"[{'count': 3, 'itemName': '軟木材'}]",['悠閒型村民'],
468,iron doorplate,アイアンなドアプレート,鑄鐵門牌,壁掛物,FtrDoorOrnamentIron_Remake_0_0,200,"[{'count': 2, 'itemName': '鐵礦石'}]",['大姐姐型村民'],
469,crest doorplate,エンブレムなドアプレート,徽章門牌,壁掛物,FtrDoorOrnamentCrest_Remake_0_0,200,"[{'count': 4, 'itemName': '鐵礦石'}]",['自戀型村民'],
470,jungle flooring,ジャングルのゆか,叢林地板,地板,RoomTexFloorJungle00,200,"[{'count': 10, 'itemName': '雜草'}, {'count': 10, 'itemName': '黏土'}]",['運動型村民'],
471,woodland wall,じゅかいなかべ,樹海牆,壁紙,RoomTexWallJukai00,200,"[{'count': 15, 'itemName': '雜草'}, {'count': 9, 'itemName': '軟木材'}]",['普通型村民'],
472,honeycomb flooring,ハチミツなゆか,蜂蜜地板,地板,RoomTexFloorHoney00,200,"[{'count': 5, 'itemName': '蜂巢'}]",['運動型村民'],
473,money flooring,マネーなゆか,金錢地板,地板,RoomTexFloorBill00,200,"[{'count': 50000, 'itemName': '鈴錢'}]",['成熟型村民'],
474,basement flooring,ちかしつのゆか,地下室地板,地板,RoomTexFloorBasement00,200,"[{'count': 10, 'itemName': '石頭'}]",['自戀型村民'],
475,golden flooring,おうごんのゆか,黃金地板,地板,RoomTexFloorGold00,200,"[{'count': 4, 'itemName': '金礦石'}]",['自戀型村民'],
476,colored-leaves flooring,こうようのゆか,楓葉地板,地板,RoomTexFloorAutumun00,200,"[{'count': 10, 'itemName': '楓葉'}, {'count': 15, 'itemName': '雜草'}]",['氣球'],僅在楓葉季節期間獲得
477,sci-fi flooring,うちゅうせんのゆか,太空船地板,地板,RoomSpFloorSF00,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],
478,lunar surface,げつめんのゆか,月球表面地板,地板,RoomTexFloorLunar00,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],
479,cherry-blossom flooring,さくらのじゅうたん,櫻花地毯,地板,RoomTexFloorSakura00,200,"[{'count': 10, 'itemName': '櫻花花瓣'}, {'count': 20, 'itemName': '雜草'}]",['氣球'],僅在櫻花季節期間獲得
480,cherry-blossom-trees wall,さくらなみきのかべ,櫻花樹牆,壁紙,RoomSpWallSakura00,200,"[{'count': 10, 'itemName': '櫻花花瓣'}, {'count': 5, 'itemName': '硬木材'}]",['氣球'],僅在櫻花季節期間獲得
482,galaxy flooring,ぎんがけいのゆか,銀河系地板,地板,RoomSpFloorGalaxy00,200,"[{'count': 5, 'itemName': '星星碎片'}, {'count': 1, 'itemName': '大星星碎片'}]",['傅珂'],
483,ski-slope flooring,ゲレンデのゆか,滑雪場地板,地板,RoomTexFloorGelande00,200,"[{'count': 8, 'itemName': '雪花'}]",['氣球'],僅在冬季期間獲得
484,forest wall,キノコのもりのかべ,蘑菇森林牆,壁紙,RoomTexWallMushForest00,200,"[{'count': 2, 'itemName': '出色蘑菇'}, {'count': 2, 'itemName': '圓形蘑菇'}, {'count': 2, 'itemName': '瘦小蘑菇'}, {'count': 2, 'itemName': '扁平蘑菇'}, {'count': 10, 'itemName': '木材'}]",['氣球'],僅在蘑菇季節期間獲得
